Sigla da Unidade da Federação;Código do Município;Nome do Município;PIB;PIB PER CAPITA;Ano
BA;2920007;Maiquinique;101.846.129,00;10.168,34;2018
BA;2920106;Mairi;131.718.400,00;7.023,86;2018
BA;2920205;Malhada;137.188.594,00;8.151,43;2018
BA;2920304;Malhada de Pedras;62.234.785,00;7.382,54;2018
BA;2920403;Manoel Vitorino;137.100.200,00;10.233,65;2018
BA;2920452;Mansidão;76.141.719,00;5.620,97;2018
BA;2920502;Maracás;844.771.140,00;39.669,93;2018
BA;2920601;Maragogipe;331.027.217,00;7.429,63;2018
BA;2920700;Maraú;232.908.934,00;11.351,44;2018
BA;2920809;Marcionílio Souza;77.051.628,00;7.384,67;2018
BA;2920908;Mascote;130.097.396,00;9.338,70;2018
BA;2921005;Mata de São João;1.135.809.629,00;24.684,00;2018
BA;2921054;Matina;74.239.470,00;6.127,39;2018
BA;2921104;Medeiros Neto;329.936.128,00;14.560,93;2018
BA;2921203;Miguel Calmon;216.979.818,00;8.294,65;2018
BA;2921302;Milagres;94.596.332,00;8.592,64;2018
BA;2921401;Mirangaba;116.242.055,00;6.388,68;2018
BA;2921450;Mirante;58.668.079,00;6.633,66;2018
BA;2921500;Monte Santo;340.176.985,00;6.863,25;2018
BA;2921609;Morpará;63.618.606,00;7.447,74;2018
BA;2921708;Morro do Chapéu;378.311.475,00;10.691,90;2018
BA;2921807;Mortugaba;88.277.485,00;7.337,50;2018
BA;2921906;Mucugê;344.151.029,00;37.229,67;2018
BA;2922003;Mucuri;2.460.442.930,00;59.689,06;2018
BA;2922052;Mulungu do Morro;384.540.927,00;34.599,69;2018
BA;2922102;Mundo Novo;161.059.360,00;6.060,56;2018
BA;2922201;Muniz Ferreira;50.547.341,00;6.831,64;2018
BA;2922250;Muquém do São Francisco;139.934.795,00;12.405,57;2018
BA;2922300;Muritiba;250.727.023,00;8.531,90;2018
BA;2922409;Mutuípe;220.967.644,00;9.973,26;2018
BA;2922508;Nazaré;262.001.875,00;9.208,88;2018
BA;2922607;Nilo Peçanha;129.216.703,00;9.286,81;2018
BA;2922656;Nordestina;145.734.218,00;11.129,00;2018
BA;2922706;Nova Canaã;127.547.947,00;7.753,20;2018
BA;2922730;Nova Fátima;77.178.222,00;9.892,11;2018
BA;2922755;Nova Ibiá;73.191.418,00;11.037,76;2018
BA;2922805;Nova Itarana;50.800.741,00;6.216,44;2018
BA;2922854;Nova Redenção;53.574.102,00;5.877,58;2018
BA;2922904;Nova Soure;208.051.883,00;8.494,34;2018
BA;2923001;Nova Viçosa;492.649.630,00;11.470,31;2018
BA;2923035;Novo Horizonte;79.184.296,00;6.468,78;2018
BA;2923050;Novo Triunfo;77.893.618,00;5.064,60;2018
BA;2923100;Olindina;200.015.520,00;7.104,84;2018
BA;2923209;Oliveira dos Brejinhos;170.913.698,00;7.826,44;2018
BA;2923308;Ouriçangas;55.492.086,00;6.484,99;2018
BA;2923357;Ourolândia;155.060.344,00;8.917,15;2018
BA;2923407;Palmas de Monte Alto;166.182.225,00;7.657,11;2018
BA;2923506;Palmeiras;79.877.196,00;8.913,87;2018
BA;2923605;Paramirim;207.978.531,00;9.665,33;2018
BA;2923704;Paratinga;215.631.283,00;6.769,58;2018
BA;2923803;Paripiranga;278.730.225,00;9.625,99;2018
BA;2923902;Pau Brasil;91.031.109,00;9.120,44;2018
BA;2924009;Paulo Afonso;3.478.057.207,00;29.723,43;2018
BA;2924058;Pé de Serra;94.690.910,00;6.962,06;2018
BA;2924108;Pedrão;40.541.783,00;5.555,19;2018
BA;2924207;Pedro Alexandre;98.565.696,00;5.636,83;2018
BA;2924306;Piatã;125.409.252,00;7.262,10;2018
BA;2924405;Pilão Arcado;234.347.059,00;6.795,43;2018
BA;2924504;Pindaí;187.947.088,00;11.577,37;2018
BA;2924603;Pindobaçu;132.507.168,00;6.558,46;2018
BA;2924652;Pintadas;85.892.945,00;8.194,33;2018
BA;2924678;Piraí do Norte;79.597.877,00;7.954,22;2018
BA;2924702;Piripá;68.115.274,00;6.219,44;2018
BA;2924801;Piritiba;152.543.609,00;6.216,63;2018
BA;2924900;Planaltino;67.756.231,00;7.307,62;2018
BA;2925006;Planalto;238.152.476,00;9.127,41;2018
BA;2925105;Poções;475.306.203,00;10.142,68;2018
BA;2925204;Pojuca;1.036.929.223,00;26.557,29;2018
BA;2925253;Ponto Novo;113.255.786,00;7.544,35;2018
BA;2925303;Porto Seguro;3.125.716.156,00;21.317,76;2018
BA;2925402;Potiraguá;84.653.238,00;11.213,83;2018
BA;2925501;Prado;444.042.335,00;15.773,03;2018
BA;2925600;Presidente Dutra;100.820.620,00;6.667,59;2018
BA;2925709;Presidente Jânio Quadros;81.853.844,00;6.545,69;2018
BA;2925758;Presidente Tancredo Neves;257.652.670,00;9.395,84;2018
BA;2925808;Queimadas;204.253.324,00;8.027,25;2018
BA;2925907;Quijingue;178.652.687,00;6.488,67;2018
BA;2925931;Quixabeira;61.016.201,00;6.787,12;2018
BA;2925956;Rafael Jambeiro;304.402.188,00;13.463,17;2018
BA;2926004;Remanso;365.231.329,00;8.864,84;2018
BA;2926103;Retirolândia;122.566.478,00;8.574,08;2018
BA;2926202;Riachão das Neves;978.802.930,00;43.808,04;2018
BA;2926301;Riachão do Jacuípe;356.076.441,00;10.660,01;2018
BA;2926400;Riacho de Santana;253.584.266,00;7.195,92;2018
BA;2926509;Ribeira do Amparo;129.421.391,00;8.719,36;2018
BA;2926608;Ribeira do Pombal;562.049.509,00;10.613,52;2018
BA;2926657;Ribeirão do Largo;80.475.824,00;12.765,84;2018
BA;2926707;Rio de Contas;119.036.626,00;9.122,98;2018
BA;2926806;Rio do Antônio;100.745.204,00;6.589,39;2018
BA;2926905;Rio do Pires;82.359.221,00;7.072,50;2018
BA;2927002;Rio Real;883.990.325,00;21.840,40;2018
BA;2927101;Rodelas;89.849.140,00;9.752,43;2018
BA;2927200;Ruy Barbosa;300.421.413,00;9.764,40;2018
BA;2927309;Salinas da Margarida;165.520.295,00;10.704,28;2018
BA;2927408;Salvador;63.526.092.487,00;22.232,68;2018
BA;2927507;Santa Bárbara;168.600.208,00;8.147,30;2018
BA;2927606;Santa Brígida;98.385.824,00;6.983,66;2018
BA;2927705;Santa Cruz Cabrália;416.748.795,00;15.085,38;2018
BA;2927804;Santa Cruz da Vitória;54.659.704,00;8.602,41;2018
BA;2927903;Santa Inês;69.634.330,00;6.534,75;2018
BA;2928000;Santaluz;374.026.458,00;10.065,84;2018
BA;2928059;Santa Luzia;93.588.950,00;7.339,73;2018
BA;2928109;Santa Maria da Vitória;466.208.908,00;11.678,58;2018
BA;2928208;Santana;249.742.234,00;9.418,19;2018
BA;2928307;Santanópolis;50.740.540,00;5.688,40;2018
BA;2928406;Santa Rita de Cássia;225.131.128,00;7.985,64;2018
BA;2928505;Santa Terezinha;73.519.283,00;7.106,75;2018
BA;2928604;Santo Amaro;811.059.699,00;13.628,51;2018
BA;2928703;Santo Antônio de Jesus;2.176.013.747,00;21.629,28;2018
BA;2928802;Santo Estêvão;731.818.850,00;13.962,54;2018
BA;2928901;São Desidério;3.645.980.956,00;109.841,86;2018
BA;2928950;São Domingos;70.128.799,00;7.755,89;2018
BA;2929008;São Félix;208.072.010,00;14.138,21;2018
BA;2929057;São Félix do Coribe;214.330.546,00;13.999,38;2018
BA;2929107;São Felipe;186.883.693,00;8.870,08;2018
BA;2929206;São Francisco do Conde;8.862.470.311,00;225.290,31;2018
BA;2929255;São Gabriel;115.679.426,00;6.153,82;2018
BA;2929305;São Gonçalo dos Campos;1.021.937.197,00;27.516,55;2018
BA;2929354;São José da Vitória;48.414.879,00;8.478,96;2018
BA;2929370;São José do Jacuípe;87.156.531,00;8.366,76;2018
BA;2929404;São Miguel das Matas;133.065.651,00;11.426,85;2018
BA;2929503;São Sebastião do Passé;640.577.264,00;14.504,51;2018
BA;2929602;Sapeaçu;164.718.040,00;9.473,63;2018
BA;2929701;Sátiro Dias;206.614.708,00;10.517,96;2018
BA;2929750;Saubara;133.358.163,00;11.133,59;2018
BA;2929800;Saúde;84.213.663,00;6.536,81;2018
BA;2929909;Seabra;528.108.096,00;12.018,57;2018
BA;2930006;Sebastião Laranjeiras;79.464.708,00;7.000,68;2018
BA;2930105;Senhor do Bonfim;873.476.430,00;11.114,63;2018
BA;2930154;Serra do Ramalho;281.390.637,00;8.923,97;2018
BA;2930204;Sento Sé;918.209.466,00;22.558,77;2018
BA;2930303;Serra Dourada;143.661.411,00;8.231,80;2018
BA;2930402;Serra Preta;113.344.417,00;7.524,19;2018
BA;2930501;Serrinha;869.566.775,00;10.814,03;2018
BA;2930600;Serrolândia;93.133.343,00;6.977,85;2018
BA;2930709;Simões Filho;5.813.345.834,00;43.740,28;2018
BA;2930758;Sítio do Mato;94.716.471,00;7.305,55;2018
BA;2930766;Sítio do Quinto;76.652.608,00;7.430,46;2018
BA;2930774;Sobradinho;691.837.705,00;30.335,78;2018
BA;2930808;Souto Soares;116.188.983,00;6.873,05;2018
BA;2930907;Tabocas do Brejo Velho;151.196.619,00;12.079,30;2018
BA;2931004;Tanhaçu;183.572.522,00;8.991,60;2018
BA;2931053;Tanque Novo;164.746.503,00;9.531,18;2018
BA;2931103;Tanquinho;53.760.365,00;6.797,37;2018
BA;2931202;Taperoá;167.745.421,00;8.030,32;2018
BA;2931301;Tapiramutá;109.650.122,00;6.432,60;2018
BA;2931350;Teixeira de Freitas;2.585.821.299,00;16.319,99;2018
BA;2931400;Teodoro Sampaio;72.568.996,00;9.684,91;2018
BA;2931509;Teofilândia;158.218.602,00;7.038,51;2018
BA;2931608;Teolândia;169.394.320,00;11.399,35;2018
BA;2931707;Terra Nova;115.487.869,00;8.907,66;2018
BA;2931806;Tremedal;113.237.054,00;6.818,22;2018
BA;2931905;Tucano;451.273.506,00;8.924,09;2018
BA;2932002;Uauá;193.991.915,00;7.922,56;2018
BA;2932101;Ubaíra;168.822.059,00;8.477,56;2018
BA;2932200;Ubaitaba;212.189.662,00;11.008,54;2018
BA;2932309;Ubatã;193.054.530,00;7.204,87;2018
BA;2932408;Uibaí;88.947.718,00;6.406,49;2018
BA;2932457;Umburanas;150.362.826,00;7.899,70;2018
BA;2932507;Una;261.393.243,00;13.415,79;2018
BA;2932606;Urandi;161.298.266,00;9.687,00;2018
BA;2932705;Uruçuca;228.308.589,00;11.066,82;2018
BA;2932804;Utinga;159.081.874,00;8.329,77;2018
BA;2932903;Valença;1.454.682.488,00;15.175,39;2018
BA;2933000;Valente;225.646.477,00;8.021,56;2018
BA;2933059;Várzea da Roça;90.515.857,00;6.425,49;2018
BA;2933109;Várzea do Poço;82.639.628,00;9.051,44;2018
BA;2933158;Várzea Nova;106.115.878,00;8.308,48;2018
BA;2933174;Varzedo;100.692.316,00;11.320,10;2018
BA;2933208;Vera Cruz;540.232.475,00;12.650,04;2018
BA;2933257;Vereda;71.876.379,00;11.485,52;2018
BA;2933307;Vitória da Conquista;7.035.609.615,00;20.761,05;2018
BA;2933406;Wagner;68.751.630,00;7.355,48;2018
BA;2933455;Wanderley;127.563.377,00;10.371,85;2018
BA;2933505;Wenceslau Guimarães;244.381.175,00;11.512,21;2018
BA;2933604;Xique-Xique;392.049.481,00;8.442,06;2018
CE;2300101;Abaiara;85.845.521,00;7.360,50;2018
CE;2300150;Acarape;124.355.597,00;8.075,56;2018
CE;2300200;Acaraú;558.812.218,00;8.932,85;2018
CE;2300309;Acopiara;379.577.620,00;7.038,21;2018
CE;2300408;Aiuaba;111.163.367,00;6.424,51;2018
CE;2300507;Alcântaras;75.015.172,00;6.506,65;2018
CE;2300606;Altaneira;49.688.531,00;6.606,64;2018
CE;2300705;Alto Santo;152.307.857,00;8.908,98;2018
CE;2300754;Amontada;435.221.268,00;10.090,68;2018
CE;2300804;Antonina do Norte;53.422.569,00;7.290,20;2018
CE;2300903;Apuiarés;100.810.777,00;6.805,10;2018
CE;2301000;Aquiraz;1.959.662.620,00;24.630,33;2018
CE;2301109;Aracati;1.126.870.283,00;15.210,71;2018
CE;2301208;Aracoiaba;197.160.555,00;7.457,75;2018
CE;2301257;Ararendá;78.076.359,00;7.162,31;2018
CE;2301307;Araripe;144.917.274,00;6.724,70;2018
CE;2301406;Aratuba;129.853.770,00;11.444,89;2018
CE;2301505;Arneiroz;54.124.119,00;6.907,11;2018
CE;2301604;Assaré;162.680.071,00;6.947,09;2018
CE;2301703;Aurora;185.520.585,00;7.511,26;2018
CE;2301802;Baixio;57.334.187,00;9.141,29;2018
CE;2301851;Banabuiú;161.090.018,00;8.874,99;2018
CE;2301901;Barbalha;861.470.243,00;14.320,84;2018
CE;2301950;Barreira;155.615.773,00;6.958,94;2018
CE;2302008;Barro;173.383.414,00;7.674,21;2018
CE;2302057;Barroquinha;99.865.413,00;6.662,58;2018
CE;2302107;Baturité;324.257.786,00;9.114,77;2018
CE;2302206;Beberibe;734.254.368,00;13.744,68;2018
CE;2302305;Bela Cruz;238.666.860,00;7.322,64;2018
CE;2302404;Boa Viagem;382.775.595,00;7.031,15;2018
CE;2302503;Brejo Santo;503.298.781,00;10.248,61;2018
CE;2302602;Camocim;570.991.341,00;9.005,04;2018
CE;2302701;Campos Sales;189.035.696,00;6.896,85;2018
CE;2302800;Canindé;632.734.175,00;8.106,88;2018
CE;2302909;Capistrano;174.853.122,00;9.827,07;2018
CE;2303006;Caridade;126.291.912,00;5.631,24;2018
CE;2303105;Cariré;151.594.558,00;8.062,68;2018
CE;2303204;Caririaçu;202.562.482,00;7.476,01;2018
CE;2303303;Cariús;137.712.768,00;7.267,16;2018
CE;2303402;Carnaubal;117.305.644,00;6.609,89;2018
CE;2303501;Cascavel;737.677.982,00;10.317,32;2018
CE;2303600;Catarina;119.198.392,00;5.797,02;2018
CE;2303659;Catunda;80.605.950,00;7.723,10;2018
CE;2303709;Caucaia;5.075.423.722,00;13.944,16;2018
CE;2303808;Cedro;180.034.683,00;7.130,37;2018
CE;2303907;Chaval;80.920.363,00;6.202,22;2018
CE;2303931;Choró;79.701.776,00;5.914,35;2018
CE;2303956;Chorozinho;352.808.140,00;18.237,69;2018
CE;2304004;Coreaú;144.985.680,00;6.233,80;2018
CE;2304103;Crateús;682.761.372,00;9.105,67;2018
CE;2304202;Crato;1.348.193.759,00;10.262,41;2018
CE;2304236;Croatá;138.490.110,00;7.696,46;2018
CE;2304251;Cruz;215.875.837,00;8.946,00;2018
CE;2304269;Deputado Irapuan Pinheiro;61.475.816,00;6.413,75;2018
CE;2304277;Ererê;50.360.143,00;6.983,79;2018
CE;2304285;Eusébio;2.476.374.737,00;46.830,08;2018
CE;2304301;Farias Brito;154.740.522,00;8.195,13;2018
CE;2304350;Forquilha;186.069.103,00;7.698,67;2018
CE;2304400;Fortaleza;67.024.088.204,00;25.356,73;2018
CE;2304459;Fortim;160.401.487,00;9.806,29;2018
CE;2304509;Frecheirinha;253.064.086,00;18.393,96;2018
CE;2304608;General Sampaio;57.991.121,00;8.336,85;2018
CE;2304657;Graça;102.043.013,00;6.616,29;2018
CE;2304707;Granja;366.268.304,00;6.692,40;2018
CE;2304806;Granjeiro;42.471.653,00;9.503,61;2018
CE;2304905;Groaíras;77.810.996,00;7.025,19;2018
CE;2304954;Guaiúba;203.413.721,00;7.684,11;2018
CE;2305001;Guaraciaba do Norte;475.701.072,00;11.978,47;2018
CE;2305100;Guaramiranga;57.833.681,00;16.087,25;2018
CE;2305209;Hidrolândia;143.210.774,00;7.036,69;2018
CE;2305233;Horizonte;1.704.636.408,00;25.783,29;2018
CE;2305266;Ibaretama;94.426.223,00;7.090,65;2018
CE;2305308;Ibiapina;281.870.768,00;11.277,09;2018
CE;2305332;Ibicuitinga;88.292.517,00;7.109,47;2018
CE;2305357;Icapuí;337.872.066,00;17.060,80;2018
CE;2305407;Icó;552.393.604,00;8.126,78;2018
CE;2305506;Iguatu;1.613.277.872,00;15.624,21;2018
CE;2305605;Independência;234.224.872,00;8.950,81;2018
CE;2305654;Ipaporanga;75.061.315,00;6.478,06;2018
CE;2305704;Ipaumirim;113.475.844,00;9.122,59;2018
CE;2305803;Ipu;391.160.885,00;9.341,60;2018
CE;2305902;Ipueiras;245.673.080,00;6.430,39;2018
CE;2306009;Iracema;138.812.226,00;9.756,96;2018
CE;2306108;Irauçuba;159.989.350,00;6.665,39;2018
CE;2306207;Itaiçaba;64.206.233,00;8.245,31;2018
CE;2306256;Itaitinga;703.610.011,00;17.804,80;2018
CE;2306306;Itapajé;557.101.658,00;10.664,27;2018
CE;2306405;Itapipoca;1.648.263.614,00;12.863,49;2018
CE;2306504;Itapiúna;131.339.111,00;6.523,57;2018
CE;2306553;Itarema;737.895.246,00;17.804,20;2018
CE;2306603;Itatira;122.390.837,00;5.888,14;2018
CE;2306702;Jaguaretama;154.738.537,00;8.548,15;2018
CE;2306801;Jaguaribara;128.850.153,00;11.343,44;2018
CE;2306900;Jaguaribe;582.186.883,00;16.763,71;2018
CE;2307007;Jaguaruana;396.840.202,00;11.683,11;2018
CE;2307106;Jardim;205.431.773,00;7.529,39;2018
CE;2307205;Jati;96.279.062,00;12.184,14;2018
CE;2307254;Jijoca de Jericoacoara;347.488.105,00;17.740,75;2018
CE;2307304;Juazeiro do Norte;4.820.056.159,00;17.725,62;2018
CE;2307403;Jucás;223.554.710,00;9.024,13;2018
CE;2307502;Lavras da Mangabeira;257.074.002,00;8.139,37;2018
CE;2307601;Limoeiro do Norte;946.141.495,00;15.961,09;2018
CE;2307635;Madalena;128.107.561,00;6.435,63;2018
CE;2307650;Maracanaú;10.456.281.754,00;46.240,54;2018
CE;2307700;Maranguape;1.498.306.072,00;11.788,59;2018
CE;2307809;Marco;322.684.313,00;11.895,32;2018
CE;2307908;Martinópole;75.696.389,00;6.793,18;2018
CE;2308005;Massapê;274.484.962,00;7.143,58;2018
CE;2308104;Mauriti;404.084.245,00;8.624,33;2018
CE;2308203;Meruoca;100.428.166,00;6.681,85;2018
CE;2308302;Milagres;226.465.151,00;7.955,64;2018
CE;2308351;Milhã;128.103.915,00;9.674,79;2018
CE;2308377;Miraíma;85.474.614,00;6.253,17;2018
CE;2308401;Missão Velha;484.487.296,00;13.585,53;2018
CE;2308500;Mombaça;324.685.924,00;7.369,18;2018
CE;2308609;Monsenhor Tabosa;127.664.939,00;7.436,65;2018
CE;2308708;Morada Nova;957.759.650,00;15.430,56;2018
CE;2308807;Moraújo;62.053.184,00;7.141,58;2018
CE;2308906;Morrinhos;138.555.064,00;6.198,22;2018
CE;2309003;Mucambo;96.861.655,00;6.687,03;2018
CE;2309102;Mulungu;117.057.647,00;9.079,87;2018
CE;2309201;Nova Olinda;128.999.124,00;8.311,80;2018
CE;2309300;Nova Russas;267.962.298,00;8.305,82;2018
CE;2309409;Novo Oriente;200.432.388,00;7.018,68;2018
CE;2309458;Ocara;176.813.102,00;6.918,38;2018
CE;2309508;Orós;171.787.052,00;8.000,89;2018
CE;2309607;Pacajus;1.142.383.269,00;16.046,29;2018
CE;2309706;Pacatuba;1.165.492.887,00;14.015,57;2018
CE;2309805;Pacoti;106.768.395,00;8.863,39;2018
CE;2309904;Pacujá;47.216.180,00;7.559,43;2018
CE;2310001;Palhano;77.079.506,00;8.245,56;2018
CE;2310100;Palmácia;92.730.346,00;7.017,58;2018
CE;2310209;Paracuru;488.165.925,00;14.316,98;2018
CE;2310258;Paraipaba;390.493.604,00;11.941,70;2018
CE;2310308;Parambu;210.673.789,00;6.709,78;2018
CE;2310407;Paramoti;93.286.807,00;7.997,84;2018
CE;2310506;Pedra Branca;290.181.917,00;6.723,40;2018
CE;2310605;Penaforte;211.773.973,00;23.504,33;2018
CE;2310704;Pentecoste;407.784.544,00;10.924,95;2018
CE;2310803;Pereiro;308.230.445,00;18.931,91;2018
CE;2310852;Pindoretama;243.739.615,00;11.747,62;2018
CE;2310902;Piquet Carneiro;122.204.721,00;7.262,42;2018
CE;2310951;Pires Ferreira;58.082.541,00;5.351,75;2018
CE;2311009;Poranga;75.281.919,00;6.103,61;2018
CE;2311108;Porteiras;148.091.107,00;9.841,90;2018
CE;2311207;Potengi;87.399.172,00;7.955,50;2018
CE;2311231;Potiretama;56.348.580,00;8.804,47;2018
CE;2311264;Quiterianópolis;145.185.406,00;6.913,59;2018
CE;2311306;Quixadá;1.039.103.716,00;11.927,82;2018
CE;2311355;Quixelô;118.464.813,00;7.905,03;2018
CE;2311405;Quixeramobim;1.061.279.022,00;13.420,15;2018
CE;2311504;Quixeré;421.558.681,00;19.154,79;2018
CE;2311603;Redenção;453.820.173,00;16.423,12;2018
CE;2311702;Reriutaba;186.795.392,00;9.859,88;2018
CE;2311801;Russas;1.099.782.713,00;14.304,44;2018
CE;2311900;Saboeiro;127.022.535,00;8.035,33;2018
CE;2311959;Salitre;108.506.984,00;6.602,19;2018
CE;2312007;Santana do Acaraú;216.022.758,00;6.705,45;2018
CE;2312106;Santana do Cariri;121.975.283,00;6.921,76;2018
CE;2312205;Santa Quitéria;441.131.078,00;10.095,69;2018
CE;2312304;São Benedito;506.863.613,00;10.796,05;2018
CE;2312403;São Gonçalo do Amarante;4.225.065.374,00;87.086,02;2018
CE;2312502;São João do Jaguaribe;89.694.002,00;11.662,20;2018
CE;2312601;São Luís do Curu;104.059.055,00;8.042,90;2018
CE;2312700;Senador Pompeu;305.135.019,00;11.443,71;2018
CE;2312809;Senador Sá;52.817.326,00;6.992,89;2018
CE;2312908;Sobral;4.774.446.816,00;23.104,70;2018
CE;2313005;Solonópole;192.312.486,00;10.514,05;2018
CE;2313104;Tabuleiro do Norte;315.423.741,00;10.276,06;2018
CE;2313203;Tamboril;204.503.280,00;7.947,74;2018
CE;2313252;Tarrafas;60.598.166,00;6.788,95;2018
CE;2313302;Tauá;600.021.832,00;10.253,80;2018
CE;2313351;Tejuçuoca;105.543.196,00;5.555,49;2018
CE;2313401;Tianguá;1.312.234.577,00;17.463,86;2018
CE;2313500;Trairi;824.995.781,00;14.855,42;2018
CE;2313559;Tururu;104.729.564,00;6.539,47;2018
CE;2313609;Ubajara;577.313.227,00;16.719,18;2018
CE;2313708;Umari;53.045.013,00;6.863,11;2018
CE;2313757;Umirim;153.614.664,00;7.754,01;2018
CE;2313807;Uruburetama;355.382.668,00;16.358,24;2018
CE;2313906;Uruoca;169.139.363,00;12.289,43;2018
CE;2313955;Varjota;261.645.508,00;14.244,64;2018
CE;2314003;Várzea Alegre;356.440.266,00;8.756,89;2018
CE;2314102;Viçosa do Ceará;434.714.667,00;7.202,63;2018
DF;5300108;Brasília;254.817.204.692,00;85.661,39;2018
ES;3200102;Afonso Cláudio;464.361.777,00;15.115,94;2018
ES;3200136;Águia Branca;179.501.065,00;18.595,37;2018
ES;3200169;Água Doce do Norte;139.317.731,00;12.516,19;2018
ES;3200201;Alegre;495.241.013,00;16.201,29;2018
ES;3200300;Alfredo Chaves;327.218.410,00;22.464,53;2018
ES;3200359;Alto Rio Novo;87.119.462,00;11.172,03;2018
ES;3200409;Anchieta;942.571.560,00;32.801,07;2018
ES;3200508;Apiacá;100.541.621,00;13.264,07;2018
ES;3200607;Aracruz;5.290.571.060,00;53.275,98;2018
ES;3200706;Atílio Vivacqua;277.596.645,00;23.595,12;2018
ES;3200805;Baixo Guandu;723.976.960,00;23.458,52;2018
ES;3200904;Barra de São Francisco;867.065.827,00;19.565,97;2018
ES;3201001;Boa Esperança;222.058.317,00;14.821,67;2018
ES;3201100;Bom Jesus do Norte;151.692.141,00;15.306,98;2018
ES;3201159;Brejetuba;244.587.303,00;19.755,05;2018
ES;3201209;Cachoeiro de Itapemirim;4.966.598.984,00;23.955,74;2018
ES;3201308;Cariacica;9.786.631.776,00;25.849,32;2018
ES;3201407;Castelo;946.337.844,00;25.359,43;2018
ES;3201506;Colatina;3.484.699.132,00;28.661,78;2018
ES;3201605;Conceição da Barra;471.723.481,00;15.291,37;2018
ES;3201704;Conceição do Castelo;218.534.843,00;17.291,89;2018
ES;3201803;Divino de São Lourenço;61.319.134,00;14.135,35;2018
ES;3201902;Domingos Martins;735.227.404,00;21.809,72;2018
ES;3202009;Dores do Rio Preto;142.432.208,00;21.173,21;2018
ES;3202108;Ecoporanga;310.414.239,00;13.488,06;2018
ES;3202207;Fundão;475.925.322,00;22.597,47;2018
ES;3202256;Governador Lindenberg;207.711.078,00;16.570,49;2018
ES;3202306;Guaçuí;528.464.815,00;17.266,14;2018
ES;3202405;Guarapari;2.307.089.172,00;18.759,57;2018
ES;3202454;Ibatiba;346.649.782,00;13.471,54;2018
ES;3202504;Ibiraçu;261.085.778,00;21.114,90;2018
ES;3202553;Ibitirama;124.120.686,00;13.916,44;2018
ES;3202603;Iconha;331.865.978,00;24.144,49;2018
ES;3202652;Irupi;218.440.806,00;16.516,01;2018
ES;3202702;Itaguaçu;258.920.666,00;18.351,45;2018
ES;3202801;Itapemirim;5.704.489.471,00;167.621,34;2018
ES;3202900;Itarana;217.697.307,00;20.500,74;2018
ES;3203007;Iúna;429.709.430,00;14.802,25;2018
ES;3203056;Jaguaré;607.264.151,00;20.307,12;2018
ES;3203106;Jerônimo Monteiro;148.005.256,00;12.602,63;2018
