CÓDIGO SIAFI;CNPJ;DESCRIÇÃO;UF;CÓDIGO IBGE
1079;6,55492E+12;FRANCINOPOLIS;PI;2204006
1082;4,21969E+12;CONQUISTA D'OESTE;MT;5103361
1083;6,55371E+12;FRANCISCO SANTOS;PI;2204204
1086;4,20228E+12;NOVA NAZARE;MT;5106174
1087;6,55422E+12;GILBUES;PI;2204402
1090;4,19997E+12;NOVO SANTO ANTONIO;MT;5106315
1091;6,55493E+12;HUGO NAPOLEAO;PI;2204600
1092;4,22149E+12;RONDOLANDIA;MT;5107578
1095;6,55375E+12;IPIRANGA DO PIAUI;PI;2204808
1096;4,2056E+12;SANTA RITA DO TRIVELATO;MT;5107768
1099;6,55375E+12;ITAINOPOLIS;PI;2205003
1102;4,21599E+12;VALE DE SAO DOMINGOS;MT;5108352
1107;6,55421E+12;JOAQUIM PIRES;PI;2205409
1108;4,21422E+12;JUNDIA;RN;2406155
1110;4,21629E+12;BARROCAS;BA;2903276
1111;6,55412E+12;LANDRI SALES;PI;2205607
1112;4,21442E+12;LUIS EDUARDO MAGALHAES;BA;2919553
1114;4,21779E+12;GOVERNADOR LINDENBERG;ES;3202256
1115;6,55419E+12;LUZILANDIA;PI;2205805
1119;6,55413E+12;MARCOS PARENTE;PI;2206001
1120;4,21578E+12;ALMIRANTE TAMANDARE DO SUL;RS;4300471
1123;6,55361E+12;MIGUEL ALVES;PI;2206209
1124;4,21613E+12;BOA VISTA DO CADEADO;RS;4302220
1129;6,55377E+12;MONSENHOR HIPOLITO;PI;2206506
1130;4,21826E+12;CANUDOS DO VALE;RS;4304614
1133;6,55414E+12;NAZARE DO PIAUI;PI;2206704
1134;4,21378E+12;CAPAO DO CIPO;RS;4304655
1137;6,55484E+12;NOVO ORIENTE DO PIAUI;PI;2206902
1141;6,55391E+12;DOMINGOS MOURAO;PI;2203420
1142;4,2144E+12;FORQUETINHA;RS;4308433
1143;6,55379E+12;PADRE MARCOS;PI;2207207
1146;4,2179E+12;JACUIZINHO;RS;4310876
1149;6,55485E+12;PALMEIRAIS;PI;2207504
1150;4,20432E+12;MATO QUEIMADO;RS;4312179
1151;6,55427E+12;PARNAGUA;PI;2207603
1154;4,21517E+12;PAULO BENTO;RS;4314134
1155;6,5538E+12;PAULISTANA;PI;2207801
1159;6,5538E+12;PICOS;PI;2208007
1162;4,21599E+12;QUATRO IRMAOS;RS;4315313
1163;6,55381E+12;PIO IX;PI;2208205
1166;4,21509E+12;SANTA CECILIA DO SUL;RS;4316733
1167;6,55386E+12;PIRIPIRI;PI;2208403
1170;4,20836E+12;SAO JOSE DO SUL;RS;4318614
1171;6,63681E+12;PRATA DO PIAUI;PI;2208601
1174;4,20764E+12;TIO HUGO;RS;4321469
1175;6,55494E+12;REGENERACAO;PI;2208809
1178;7,15858E+12;FIGUEIRAO;MS;5003900
1181;6,55396E+12;SANTA CRUZ DO PIAUI;PI;2209104
1184;7,20925E+12;IPIRANGA DO NORTE;MT;5104526
1188;7,16555E+12;AROEIRAS DO ITAIM;PI;2200954
1189;6,55395E+12;SANTO INACIO DO PIAUI;PI;2209500
1193;6,55399E+12;SAO FRANCISCO DO PIAUI;PI;2209708
1197;6,55433E+12;SAO JOAO DA SERRA;PI;2209906
1201;6,554E+12;SAO JOSE DO PEIXE;PI;2210102
1205;6,55385E+12;SAO JULIAO;PI;2210300
1211;6,77286E+12;SAO RAIMUNDO NONATO;PI;2210607
1219;6,55487E+12;TERESINA;PI;2211001
1220;;DEMAIS MUNICIPIOS;PI;0
1223;6,98583E+12;URUCUI;PI;2211209
1225;6,55474E+12;VALENCA DO PIAUI;PI;2211308
1227;6,55495E+12;VARZEA GRANDE;PI;2211407
1229;7,10211E+12;DIRCEU ARCOVERDE;PI;2203354
1231;2,35552E+13;ACARAPE;CE;2300150
1243;1,24641E+13;DEPUTADO IRAPUAN PINHEIRO;CE;2304269
1247;2,35631E+13;EUSEBIO;CE;2304285
1249;2,34679E+13;GRACA;CE;2304657
1253;2,35552E+13;HORIZONTE;CE;2305233
1257;1,24616E+13;IBICUITINGA;CE;2305332
1265;1,24596E+13;OCARA;CE;2309458
1269;1,04622E+13;PIRES FERREIRA;CE;2310951
1273;1,24645E+13;SALITRE;CE;2311959
1277;2,34898E+13;TEJUCUOCA;CE;2313351
1281;1,25428E+13;ARAME;MA;2100956
1285;1,25111E+13;SANTA LUZIA DO PARUA;MA;2110039
1293;4,15222E+13;PASSAGEM FRANCA DO PIAUI;PI;2207751
1297;4,15223E+13;BURITI DOS MONTES;PI;2202026
1303;7,54782E+12;ACARAU;CE;2300200
1305;7,84738E+12;ACOPIARA;CE;2300309
1307;7,56823E+12;AIUABA;CE;2300408
1311;7,3855E+12;ALTANEIRA;CE;2300606
1315;7,5945E+12;ANTONINA DO NORTE;CE;2300804
1319;7,9117E+12;AQUIRAZ;CE;2301000
1323;7,38739E+12;ARACOIABA;CE;2301208
1327;7,38753E+12;ARATUBA;CE;2301406
1331;7,58798E+12;ASSARE;CE;2301604
1335;7,52022E+12;BAIXIO;CE;2301802
1337;6,74028E+12;BARBALHA;CE;2301901
1345;7,56605E+12;BELA CRUZ;CE;2302305
1349;7,6207E+12;BREJO SANTO;CE;2302503
1353;7,4167E+12;CAMPOS SALES;CE;2302701
1357;7,06359E+12;CAPISTRANO;CE;2302909
1361;7,5986E+12;CARIRE;CE;2303105
1365;7,54018E+12;CARIUS;CE;2303303
1369;7,58937E+12;CASCAVEL;CE;2303501
1373;7,61616E+12;CAUCAIA;CE;2303709
1377;7,1463E+12;CHAVAL;CE;2303907
1381;7,59862E+12;COREAU;CE;2304004
1385;7,58798E+12;CRATO;CE;2304202
1389;7,95461E+12;FORTALEZA;CE;2304400
1390;;DEMAIS MUNICIPIOS;CE;0
1391;7,59859E+12;FRECHEIRINHA;CE;2304509
1393;7,43859E+12;GENERAL SAMPAIO;CE;2304608
1395;7,82717E+12;GRANJA;CE;2304707
1399;7,59871E+12;GROAIRAS;CE;2304905
1411;7,81047E+12;IGUATU;CE;2305506
1415;7,52014E+12;IPAUMIRIM;CE;2305704
1419;7,68085E+12;IPUEIRAS;CE;2305902
1423;7,68319E+12;IRAUCUBA;CE;2306108
1427;7,68396E+12;ITAPAGE;CE;2306306
1431;7,38751E+12;ITAPIUNA;CE;2306504
1435;7,44283E+12;JAGUARETAMA;CE;2306702
1439;7,44371E+12;JAGUARIBE;CE;2306900
1443;7,39101E+12;JARDIM;CE;2307106
1447;7,97408E+12;JUAZEIRO DO NORTE;CE;2307304
1455;7,96305E+12;MARANGUAPE;CE;2307700
1459;7,66119E+12;MARTINOPOLE;CE;2307908
1463;7,65527E+12;MAURITI;CE;2308104
1467;7,65528E+12;MILAGRES;CE;2308302
1471;7,73639E+12;MOMBACA;CE;2308500
1475;7,78284E+12;MORADA NOVA;CE;2308708
1479;7,56692E+12;MORRINHOS;CE;2308906
1483;7,91073E+12;MULUNGU;CE;2309102
1487;7,99344E+12;NOVA RUSSAS;CE;2309300
1495;7,96386E+12;PACATUBA;CE;2309706
1499;7,73415E+12;PACUJA;CE;2309904
1503;7,71167E+12;PALMACIA;CE;2310100
1507;7,7311E+12;PARAMBU;CE;2310308
1511;7,72654E+12;PEDRA BRANCA;CE;2310506
1515;7,68265E+12;PENTECOSTE;CE;2310704
1519;7,73806E+12;PIQUET CARNEIRO;CE;2310902
1523;7,65411E+12;PORTEIRAS;CE;2311108
1531;7,80719E+12;QUIXERE;CE;2311504
1535;7,59867E+12;RERIUTABA;CE;2311702
1539;7,81195E+12;SABOEIRO;CE;2311900
1541;7,59866E+12;SANTANA DO ACARAU;CE;2312007
1543;7,59735E+12;SANTANA DO CARIRI;CE;2312106
1549;7,53366E+12;SAO GONCALO DO AMARANTE;CE;2312403
1553;7,62305E+12;SAO LUIS DO CURU;CE;2312601
1557;7,59864E+12;SENADOR SA;CE;2312809
1561;7,73326E+12;SOLONOPOLE;CE;2313005
1565;7,70582E+12;TAMBORIL;CE;2313203
1569;7,73518E+12;TIANGUA;CE;2313401
1573;7,73554E+12;UBAJARA;CE;2313609
1581;7,53927E+12;VARZEA ALEGRE;CE;2314003
1589;7,66392E+12;CRUZ;CE;2304251
1591;7,67311E+12;FORQUILHA;CE;2304350
1593;1,03936E+13;ICAPUI;CE;2305357
1595;7,66394E+12;ITAREMA;CE;2306553
1597;6,74157E+12;MILHA;CE;2308351
1601;8,09701E+12;ACARI;RN;2400109
1607;8,35763E+12;AGUA NOVA;RN;2400406
1611;8,349E+12;ALMINO AFONSO;RN;2400604
1615;8,08541E+12;ANGICOS;RN;2400802
1619;8,34901E+12;APODI;RN;2401008
1623;8,16123E+12;ARES;RN;2401206
1625;8,08401E+12;CAMPO GRANDE (EX-AUGUSTO SEVERO);RN;2401305
1627;8,16134E+12;BAIA FORMOSA;RN;2401404
1631;8,11088E+12;BENTO FERNANDES;RN;2401602
1633;8,0024E+12;BOM JESUS;RN;2401701
1637;8,35182E+12;CAICARA DO RIO DO VENTO;RN;2401909
1643;8,36502E+12;CANGUARETAMA;RN;2402204
1647;8,08825E+12;CARNAUBA DOS DANTAS;RN;2402402
1651;8,00406E+12;CEARA-MIRIM;RN;2402600
1655;8,15867E+12;CORONEL EZEQUIEL;RN;2402808
1663;8,35549E+12;DOUTOR SEVERIANO;RN;2403202
1667;8,08623E+12;EQUADOR;RN;2403400
1671;8,2045E+12;EXTREMOZ;RN;2403608
1675;8,18156E+12;FLORANIA;RN;2403806
1679;8,11099E+12;GALINHOS;RN;2404101
1683;8,34909E+12;GOVERNADOR DIX-SEPT ROSADO;RN;2404309
1687;8,18444E+12;GUAMARE;RN;2404507
1691;8,08532E+12;IPANGUACU;RN;2404705
1695;8,14855E+12;ITAU;RN;2404903
1705;8,15907E+12;JAPI;RN;2405405
1709;8,0966E+12;JARDIM DE PIRANHAS;RN;2405603
1713;8,30954E+12;JOAO CAMARA;RN;2405801
1725;8,14303E+12;LAGOA DE PEDRAS;RN;2406304
1733;8,11347E+12;LAJES;RN;2406700
1741;8,23415E+12;MACAIBA;RN;2407104
1749;8,17054E+12;MAXARANGUAPE;RN;2407500
1751;8,34905E+12;FRUTUOSO GOMES;RN;2404002
1753;8,35438E+12;MONTANHAS;RN;2407708
1757;8,19694E+12;MONTE DAS GAMELEIRAS;RN;2407906
1761;8,24175E+12;NATAL;RN;2408102
1762;;DEMAIS MUNICIPIOS;RN;0
1765;8,14478E+12;NOVA CRUZ;RN;2408300
1773;8,08469E+12;PARAU;RN;2408706
1777;8,08756E+12;PARELHAS;RN;2408904
1781;8,14498E+12;PASSA E FICA;RN;2409100
1785;8,34908E+12;PATU;RN;2409308
1793;8,29465E+12;PEDRO AVELINO;RN;2409704
1797;8,12266E+12;PENDENCIAS;RN;2409902
1801;8,3119E+12;POCO BRANCO;RN;2410108
1807;8,29022E+12;PUREZA;RN;2410405
1811;8,15345E+12;RIACHO DA CRUZ;RN;2410702
1819;8,07896E+12;RUY BARBOSA;RN;2411106
1827;8,11044E+12;SANTANA DO MATOS;RN;2411403
1829;8,1448E+12;SANTO ANTONIO;RN;2411502
1831;8,11451E+12;SAO BENTO DO NORTE;RN;2411601
1835;8,09661E+12;SAO FERNANDO;RN;2411809
1841;8,36585E+12;SAO JOSE DE MIPIBU;RN;2412203
1845;8,09608E+12;SAO JOSE DO SERIDO;RN;2412401
1849;8,07977E+12;SAO PAULO DO POTENGI;RN;2412609
1853;8,08542E+12;SAO RAFAEL;RN;2412807
1857;8,30847E+12;SAO VICENTE;RN;2413003
1863;8,14668E+12;SERRA DE SAO BENTO;RN;2413300
1869;8,35805E+12;SEVERIANO MELO;RN;2413607
1873;8,15781E+12;TABOLEIRO GRANDE;RN;2413805
1883;8,0966E+12;TIMBAUBA DOS BATISTAS;RN;2414308
1887;8,34896E+12;UMARIZAL;RN;2414506
1891;8,16894E+12;VARZEA;RN;2414704
1897;8,1582E+12;VICOSA;RN;2414902
1901;9,14537E+12;AGUA BRANCA;PB;2500106
1903;8,93994E+12;AGUIAR;PB;2500205
1905;8,7532E+12;ALAGOA GRANDE;PB;2500304
1907;8,70068E+12;ALAGOA NOVA;PB;2500403
1909;8,92626E+12;ALAGOINHA;PB;2500502
1915;8,77803E+12;ARACAGI;PB;2500809
1921;8,75411E+12;AREIA;PB;2501104
1925;8,86564E+12;AROEIRAS;PB;2501302
1927;1,2756E+13;SERRA DO MEL;RN;2413359
1931;8,92792E+12;BANANEIRAS;PB;2501500
1933;8,99393E+12;BARRA DE SANTA ROSA;PB;2501609
1937;8,92458E+12;BAYEUX;PB;2501807
1941;8,92013E+12;BELEM DO BREJO DO CRUZ;PB;2502003
1945;8,92399E+12;BOM JESUS;PB;2502201
1949;8,92404E+12;BONITO DE SANTA FE;PB;2502409
1955;9,0704E+12;BORBOREMA;PB;2502706
1959;9,16472E+12;BREJO DOS SANTOS;PB;2502904
1963;8,70286E+12;CABACEIRAS;PB;2503100
1967;8,924E+12;CACHOEIRA DOS INDIOS;PB;2503308
1971;8,92965E+12;CACIMBA DE DENTRO;PB;2503506
1975;8,92397E+12;CAJAZEIRAS;PB;2503704
1979;9,07327E+12;CAMALAU;PB;2503902
1983;8,924E+12;CARRAPATEIRA;PB;2504108
1987;9,06756E+12;CATOLE DO ROCHA;PB;2504306
1991;9,15147E+12;CONDADO;PB;2504504
1995;8,87016E+12;CONGO;PB;2504702
1999;8,90293E+12;CRUZ DO ESPIRITO SANTO;PB;2504900
2003;8,73217E+12;CUITE;PB;2505105
2007;8,88695E+12;CURRAL VELHO;PB;2505303
2011;9,1516E+12;VISTA SERRANA;PB;2505501
2013;8,94223E+12;DIAMANTE;PB;2505600
2017;8,78701E+12;DUAS ESTRADAS;PB;2505808
2025;8,73779E+12;FREI MARTINHO;PB;2506202
2029;8,80944E+12;GURINHEM;PB;2506400
2033;8,94327E+12;IBIARA;PB;2506608
2035;8,88397E+12;IMACULADA;PB;2506707
2039;9,07243E+12;ITABAIANA;PB;2506905
2045;8,86563E+12;ITATUBA;PB;2507200
2047;8,9477E+12;JACARAU;PB;2507309
2051;8,77833E+12;JOAO PESSOA;PB;2507507
2052;;DEMAIS MUNICIPIOS;PB;0
2055;8,99689E+12;JUAZEIRINHO;PB;2507705
2057;9,08405E+12;JUNCO DO SERIDO;PB;2507804
2061;8,88895E+12;JURU;PB;2508000
2073;8,92481E+12;LUCENA;PB;2508604
2081;9,14813E+12;MANAIRA;PB;2509008
2085;8,73914E+12;MASSARANDUBA;PB;2509206
2089;8,8665E+12;MOGEIRO;PB;2509404
2093;8,92401E+12;MONTE HOREBE;PB;2509602
2097;8,78687E+12;MULUNGU;PB;2509800
2101;8,99971E+12;NAZAREZINHO;PB;2510006
2105;8,8893E+12;NOVA OLINDA;PB;2510204
2109;8,94408E+12;OLHO D'AGUA;PB;2510402
2113;8,87246E+12;OURO VELHO;PB;2510600
2117;9,08482E+12;PATOS;PB;2510808
2121;8,88983E+12;PEDRA BRANCA;PB;2511004
2125;9,07246E+12;PEDRAS DE FOGO;PB;2511202
2129;8,7414E+12;PICUI;PB;2511400
2133;8,78663E+12;PILOES;PB;2511608
2137;8,7893E+12;PIRPIRITUBA;PB;2511806
2141;8,74169E+12;POCINHOS;PB;2512002
2145;9,07411E+12;PRATA;PB;2512200
2149;9,00174E+12;PUXINANA;PB;2512408
2153;8,88157E+12;QUIXABA;PB;2512606
2161;8,88167E+12;SALGADINHO;PB;2513000
2165;8,99969E+12;SANTA CRUZ;PB;2513208
2169;9,09069E+12;SANTA LUZIA;PB;2513406
2173;8,94221E+12;SANTANA DOS GARROTES;PB;2513604
2177;8,88252E+12;SANTA TERESINHA;PB;2513802
2181;9,07435E+12;SAO JOAO DO CARIRI;PB;2514008
2185;8,99968E+12;SAO JOSE DA LAGOA TAPADA;PB;2514206
2189;8,88273E+12;SAO JOSE DE ESPINHARAS;PB;2514404
2193;8,88286E+12;SAO JOSE DO BONFIM;PB;2514602
2195;8,88322E+12;SAO JOSE DO SABUGI;PB;2514701
2199;8,92272E+12;SAO MAMEDE;PB;2514909
2203;8,74244E+12;SAO SEBASTIAO DE LAGOA DE ROCA;PB;2515104
2207;8,91708E+12;SAPE;PB;2515302
2209;8,91612E+12;SERIDO;PB;2515401
2213;8,78974E+12;SERRA DA RAIZ;PB;2515609
2217;8,86894E+12;SERRA REDONDA;PB;2515807
2221;8,78724E+12;SOLANEA;PB;2516003
2225;8,99967E+12;SOUSA;PB;2516201
2229;8,78739E+12;TACIMA;PB;2516409
2235;8,88395E+12;TEIXEIRA;PB;2516706
2243;8,88407E+12;VARZEA;PB;2517100
2253;4,15224E+13;COLONIA DO PIAUI;PI;2202778
2255;4,15222E+13;CORONEL JOSE DIAS;PI;2202851
2267;4,15221E+13;VARZEA BRANCA;PI;2211357
2269;4,15222E+13;ALEGRETE DO PIAUI;PI;2200277
2275;4,15223E+13;MARCOLANDIA;PI;2205953
2279;4,15222E+13;QUEIMADA NOVA;PI;2208650
2281;4,15221E+13;SANTANA DO PIAUI;PI;2209351
2283;4,15222E+13;BRASILEIRA;PI;2201960
2285;4,15221E+13;SAO JOSE DO DIVINO;PI;2210052
2289;4,08938E+13;LAGOA DO CARRO;PE;2608453
2291;4,08936E+13;VERTENTE DO LERIO;PE;2616183
2299;3,56674E+13;DORMENTES;PE;2605152
2307;1,01839E+13;AGUA PRETA;PE;2600401
2311;1,1044E+13;ALAGOINHA;PE;2600609
2313;1,0164E+13;ALIANCA;PE;2600708
2319;1,01308E+13;ANGELIM;PE;2601003
2323;1,0106E+13;ARCOVERDE;PE;2601201
2327;1,0111E+13;BARREIROS;PE;2601409
2329;1,01847E+13;BELEM DE MARIA;PE;2601508
2333;1,02602E+13;BELO JARDIM;PE;2601706
2337;1,00915E+13;BEZERROS;PE;2601904
2341;1,1286E+13;BOM CONSELHO;PE;2602100
2349;1,13582E+13;BREJINHO;PE;2602506
2353;1,01652E+13;BUENOS AIRES;PE;2602704
2357;1,12944E+13;CABO DE SANTO AGOSTINHO;PE;2602902
2361;1,00916E+13;CACHOEIRINHA;PE;2603108
2365;1,10347E+13;CALCADO;PE;2603306
2367;1,02791E+13;CALUMBI;PE;2603405
2369;1,07661E+13;CAMOCIM DE SAO FELIX;PE;2603504
2371;1,13628E+13;CAMUTANGA;PE;2603603
2375;1,12561E+13;CAPOEIRAS;PE;2603801
2379;1,10973E+13;CARPINA;PE;2604007
2383;1,01861E+13;CATENDE;PE;2604205
2391;1,01501E+13;CONDADO;PE;2604601
2395;1,02735E+13;CORTES;PE;2604809
2403;1,12943E+13;ESCADA;PE;2605202
2407;1,10972E+13;FEIRA NOVA;PE;2605400
2411;1,03475E+13;FLORES;PE;2605608
2415;1,13619E+13;FREI MIGUELINHO;PE;2605806
2419;1,13039E+13;GARANHUNS;PE;2606002
2423;1,015E+13;GOIANA;PE;2606200
2427;1,10498E+13;GRAVATA;PE;2606408
2431;1,0106E+13;IBIMIRIM;PE;2606606
2435;1,03596E+13;IGARASSU;PE;2606804
2443;1,12944E+13;IPOJUCA;PE;2607208
2447;1,01145E+13;ITACURUBA;PE;2607406
2451;9,68032E+12;ILHA DE ITAMARACA;PE;2607604
2455;1,01501E+13;ITAQUITINGA;PE;2607802
2463;1,01924E+13;JOAQUIM NABUCO;PE;2608206
2467;1,01415E+13;JUREMA;PE;2608404
2471;1,12863E+13;LAGOA DO OURO;PE;2608602
2475;1,01432E+13;LAJEDO;PE;2608800
2479;1,13619E+13;MACAPARANA;PE;2609006
2483;1,01933E+13;MARAIAL;PE;2609204
2487;1,10498E+13;MORENO;PE;2609402
2491;1,04042E+13;OLINDA;PE;2609600
2495;1,01148E+13;OROCO;PE;2609808
2499;1,02124E+13;PALMARES;PE;2610004
2503;1,02152E+13;PANELAS;PE;2610202
2511;1,10974E+13;PAUDALHO;PE;2610608
2515;1,01062E+13;PEDRA;PE;2610806
2523;1,02654E+13;POCAO;PE;2611200
2525;1,10498E+13;POMBOS;PE;2611309
2529;1,01452E+13;QUIPAPA;PE;2611507
2532;;DEMAIS MUNICIPIOS;PE;0
2535;1,13439E+13;RIBEIRAO;PE;2611804
2543;1,13612E+13;SALGUEIRO;PE;2612208
2547;1,10449E+13;SANHARO;PE;2612406
2549;1,00916E+13;SANTA CRUZ DO CAPIBARIBE;PE;2612505
2553;1,13617E+13;SANTA MARIA DO CAMBUCA;PE;2612703
2557;1,01458E+13;SAO BENEDITO DO SUL;PE;2612901
2563;1,01464E+13;SAO JOAO;PE;2613206
2567;1,01116E+13;SAO JOSE DA COROA GRANDE;PE;2613404
2571;1,13542E+13;SAO JOSE DO EGITO;PE;2613602
2575;1,13619E+13;SAO VICENTE FERRER;PE;2613800
2579;1,13613E+13;SERRITA;PE;2614006
2589;1,13619E+13;SURUBIM;PE;2614501
2593;1,00916E+13;TACAIMBO;PE;2614709
2597;1,01501E+13;ITAMBE;PE;2607653
2603;1,13612E+13;TERRA NOVA;PE;2615201
2607;1,12561E+13;TORITAMA;PE;2615409
2615;1,01063E+13;TUPANATINGA;PE;2615805
2619;1,01063E+13;VENTUROSA;PE;2616001
2623;1,02969E+13;VERTENTES;PE;2616209
2629;8,26066E+12;CAMARAGIBE;PE;2603454
2633;8,6374E+12;ITAPISSUMA;PE;2607752
2637;3,54455E+13;QUIXABA;PE;2611533
2641;3,55615E+13;PARIPUEIRA;AL;2706448
2643;2,41763E+13;ESTRELA DE ALAGOAS;AL;2702553
2645;3,56344E+13;PARICONHA;AL;2706422
2651;6,62291E+13;CAPITAO ANDRADE;MG;3112653
2653;2,62186E+13;CATUJI;MG;3115458
2655;6,62304E+13;JAMPRUCA;MG;3135076
2667;6,62296E+13;SANTA BARBARA DO LESTE;MG;3157252
2671;6,62297E+13;UBAPORANGA;MG;3170057
2673;3,85156E+13;SANTANA DO PARAISO;MG;3158953
2675;6,62325E+13;DURANDE;MG;3123528
2679;2,27052E+13;SAO JOAO DO MANTENINHA;MG;3162575
2681;2,61306E+13;ALFREDO VASCONCELOS;MG;3101631
2683;2,61398E+13;FERVEDOURO;MG;3125952
2691;6,44876E+13;JUATUBA;MG;3136652
2697;2,5224E+13;MONTEZUMA;MG;3143450
2701;1,23502E+13;AGUA BRANCA;AL;2700102
2703;1,22274E+13;ANADIA;AL;2700201
2705;1,21987E+13;ARAPIRACA;AL;2700300
2707;1,22001E+13;ATALAIA;AL;2700409
2711;1,22639E+13;BARRA DE SAO MIGUEL;AL;2700607
2719;1,22644E+13;BOCA DA MATA;AL;2701001
2723;1,2228E+13;CACIMBINHAS;AL;2701209
2727;1,22646E+13;CAMPO ALEGRE;AL;2701407
2731;1,23679E+13;CANAPI;AL;2701605
2735;1,22507E+13;CARNEIROS;AL;2701803
2739;1,21987E+13;COITE DO NOIA;AL;2702009
2743;1,22003E+13;COQUEIRO SECO;AL;2702207
2745;1,22642E+13;CORURIPE;AL;2702306
2749;1,22509E+13;DOIS RIACHOS;AL;2702504
2753;1,2242E+13;FELIZ DESERTO;AL;2702702
2757;1,22075E+13;GIRAU DO PONCIANO;AL;2702900
2761;1,22284E+13;IGACI;AL;2703106
2765;1,22262E+13;INHAPI;AL;2703304
2769;1,22478E+13;JACUIPE;AL;2703502
2773;1,22075E+13;JARAMATAIA;AL;2703700
2777;1,22481E+13;JUNDIA;AL;2703908
2781;1,22076E+13;LAGOA DA CANOA;AL;2704104
2785;1,22001E+13;MACEIO;AL;2704302
2786;;DEMAIS MUNICIPIOS;AL;0
2791;1,22513E+13;MARAVILHA;AL;2704609
2795;1,22369E+13;MARIBONDO;AL;2704807
2797;1,23338E+13;MAR VERMELHO;AL;2704906
2801;1,23427E+13;MATRIZ DE CAMARAGIBE;AL;2705101
2805;1,2237E+13;MINADOR DO NEGRAO;AL;2705309
2809;1,2333E+13;MURICI;AL;2705507
2811;1,22489E+13;NOVO LINO;AL;2705606
2815;1,23501E+13;OLHO D'AGUA DO CASADO;AL;2705804
2819;1,22578E+13;OLIVENCA;AL;2706000
2827;1,23699E+13;PAO DE ACUCAR;AL;2706406
2835;1,22473E+13;PIACABUCU;AL;2706802
2839;1,23354E+13;PINDOBA;AL;2707008
2843;1,2259E+13;POCO DAS TRINCHEIRAS;AL;2707206
2847;8,62945E+12;PORTO DE PEDRAS;AL;2707404
2849;1,22074E+13;PORTO REAL DO COLEGIO;AL;2707503
2851;1,22417E+13;QUEBRANGULO;AL;2707602
2853;1,22002E+13;RIO LARGO;AL;2707701
2857;1,22003E+13;SANTA LUZIA DO NORTE;AL;2707909
2861;1,2333E+13;SANTANA DO MUNDAU;AL;2708105
2869;1,23427E+13;SAO LUIS DO QUITUNDE;AL;2708501
2877;1,22003E+13;SATUBA;AL;2708907
2881;1,22074E+13;TAQUARANA;AL;2709103
2885;1,23329E+13;UNIAO DOS PALMARES;AL;2709301
2889;8,43955E+12;CRAIBAS;AL;2702355
2891;1,24211E+13;SENADOR RUI PALMEIRA;AL;2708956
2893;2,52091E+13;JAIBA;MG;3135050
2895;2,52122E+13;MAMONAS;MG;3139250
2909;3,94854E+13;BELFORD ROXO;RJ;3300456
2911;3,94854E+13;QUEIMADOS;RJ;3304144
2913;3,94854E+13;JAPERI;RJ;3302270
2917;3,92178E+13;VARRE-SAI;RJ;3306156
2919;3,62889E+13;APERIBE;RJ;3300159
2927;3,95546E+13;COMENDADOR LEVY GASPARIAN;RJ;3300951
2929;3,93859E+13;MARECHAL FLORIANO;ES;3203346
2935;3,63503E+13;VILA PAVAO;ES;3205150
2937;5,97679E+13;LOURDES;SP;3527256
2949;6,79964E+13;ENGENHEIRO COELHO;SP;3515152
2953;6,71724E+13;HOLAMBRA;SP;3519055
2955;6,71605E+13;TUIUTI;SP;3554953
2957;6,71605E+13;VARGEM;SP;3556354
2963;6,46144E+13;PEDRINHAS PAULISTA;SP;3537156
2965;6,80209E+13;BERTIOGA;SP;3506359
2969;6,40379E+13;ILHA COMPRIDA;SP;3520426
2975;6,57117E+13;ELISIARIO;SP;3514924
2979;6,57117E+13;NOVAIS;SP;3533254
2981;6,5712E+13;ASPASIA;SP;3503950
2993;6,50429E+13;POTIM;SP;3540754
2995;6,73604E+13;ALAMBARI;SP;3500758
2999;6,73604E+13;CAMPINA DO MONTE ALEGRE;SP;3509452
3005;1,64408E+13;MUQUEM DE SAO FRANCISCO;BA;2922250
3009;3,26976E+13;NOVA IBIA;BA;2922755
3013;1,62551E+13;NOVO HORIZONTE;BA;2923035
3015;1,62989E+13;NOVO TRIUNFO;BA;2923050
3023;1,30713E+13;PRESIDENTE TANCREDO NEVES;BA;2925758
3027;1,64187E+13;RIBEIRAO DO LARGO;BA;2926657
3031;1,6431E+13;SAO FELIX DO CORIBE;BA;2929057
3033;1,64436E+13;SAO JOSE DO JACUIPE;BA;2929370
3039;1,64178E+13;SERRA DO RAMALHO;BA;2930154
3043;1,3453E+13;SITIO DO QUINTO;BA;2930766
3047;1,64499E+13;UMBURANAS;BA;2932457
3051;1,6412E+13;VEREDA;BA;2933257
3065;5,89876E+13;ALUMINIO;SP;3501152
3071;1,38915E+13;AMERICA DOURADA;BA;2901155
3073;1,36582E+13;ARATACA;BA;2902252
3075;1,32343E+13;BARRO ALTO;BA;2903235
3079;1,3234E+13;BURITIRAMA;BA;2904753
3083;1,3231E+13;CAPIM GROSSO;BA;2906873
3085;1,3344E+13;CANUDOS;BA;2906824
3091;1,3233E+13;FILADELFIA;BA;2910859
3099;1,38915E+13;JOAO DOURADO;BA;2918357
3105;1,31288E+13;ARACAJU;SE;2800308
3106;;DEMAIS MUNICIPIOS;SE;0
3109;1,3101E+13;AREIA BRANCA;SE;2800506
3115;1,30971E+13;BOQUIM;SE;2800670
3117;1,62334E+13;EUNAPOLIS;BA;2910727
3119;1,31346E+13;CAMPO DO BRITO;SE;2801009
